SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,RIDEXPRG,SIALANG
64459,2,55,3,,1
64460,1,10,3,,1
64461,2,34,3,2,1
64462,1,12,4,,1
64463,2,80,3,,1
64464,1,0,5,,1
64465,2,32,2,2,2
64466,2,23,5,2,1
64467,1,4,4,,1
64468,2,12,5,,1
64469,1,47,4,,1
64470,2,20,5,2,1
64471,2,37,3,2,1
64472,2,50,3,,1
64473,1,79,4,,1
64474,1,40,4,,1
64475,1,62,2,,2
64476,2,58,1,,2
64477,1,49,4,,1
64478,1,10,4,,1
64479,2,17,1,,2
64480,1,4,5,,1
64481,2,19,3,,1
64482,1,2,5,,1
64483,2,5,1,,1
64484,2,26,5,1,1
64485,1,32,2,,2
64486,1,9,4,,1
64487,1,7,3,,1
64488,2,39,4,2,1
64489,2,65,5,,1
64490,1,8,1,,1
64491,1,29,3,,1
64492,1,0,3,,1
64493,1,17,4,,1
64494,2,39,4,2,1
64495,2,55,3,,1
64496,1,30,4,,1
64497,1,60,3,,1
64498,2,47,5,,1
64499,1,63,1,,1
64500,2,29,3,2,1
64501,1,66,2,,2
64502,1,14,4,,1
64503,2,70,4,,1
64504,2,57,4,,1
64505,1,18,4,,1
64506,1,9,3,,1
64507,1,70,3,,1
64508,1,14,4,,1
64509,2,24,3,2,1
64510,2,10,1,,2
64511,2,64,3,,1
64512,1,7,4,,1
64513,2,80,2,,2
64514,2,31,2,2,2
64515,2,41,1,2,1
64516,2,2,3,,1
64517,2,4,3,,1
64518,1,14,1,,2
64519,2,1,3,,1
64520,2,64,2,,1
64521,1,15,4,,1
64522,1,13,5,,1
64523,2,8,4,,1
64524,1,28,3,,1
64525,2,21,3,2,1
64526,2,49,3,,1
64527,2,42,2,3,1
64528,2,7,4,,1
64529,1,18,3,,1
64530,1,53,3,,1
64531,2,2,5,,1
64532,2,43,4,2,1
64533,1,13,4,,1
64534,2,28,4,3,1
64535,2,7,4,,1
64536,2,75,3,,1
64537,1,7,4,,1
64538,2,11,1,,2
64539,2,7,3,,1
64540,1,69,2,,1
64541,2,0,3,,1
64542,2,5,1,,2
64543,2,0,3,,1
64544,1,69,5,,1
64545,1,15,2,,1
64546,2,6,1,,2
64547,1,2,1,,2
64548,2,59,5,,1
64549,1,44,2,,1
64550,2,62,5,,1
64551,2,10,2,,1
64552,1,76,2,,1
64553,2,65,4,,1
64554,2,1,3,,1
64555,2,1,3,,1
64556,2,0,1,,1
64557,1,3,4,,1
64558,1,62,4,,1
64559,2,70,3,,1
64560,2,13,2,,2
64561,1,6,2,,1
64562,1,20,3,,1
64563,2,0,2,,1
64564,2,54,5,,1
64565,1,54,4,,1
64566,1,7,4,,1
64567,1,37,2,,1
64568,2,5,1,,1
64569,1,14,4,,1
64570,2,65,3,,1
64571,1,26,3,,1
64572,1,50,5,,1
64573,1,7,4,,1
64574,1,17,4,,1
64575,2,6,2,,2
64576,1,80,3,,1
64577,1,0,3,,1
64578,1,1,1,,1
64579,2,3,4,,1
64580,1,7,1,,2
64581,2,31,5,2,1
64582,1,59,5,,1
64583,1,16,5,,1
64584,1,41,5,,1
64585,2,42,4,3,1
64586,2,25,1,2,2
64587,1,19,4,,1
64588,2,3,5,,1
64589,1,13,2,,1
64590,1,6,4,,1
64591,1,51,4,,1
64592,2,29,1,2,2
64593,1,47,5,,1
64594,1,24,4,,1
64595,1,4,3,,1
64596,2,12,1,,2
64597,2,16,3,,1
64598,2,60,3,,1
64599,1,35,4,,1
64600,2,14,4,,1
64601,1,6,5,,1
64602,2,59,1,,1
64603,2,40,5,2,1
64604,2,50,2,,2
64605,2,0,3,,1
64606,2,59,2,,1
64607,2,42,4,2,1
64608,1,22,3,,1
64609,1,64,4,,1
64610,1,54,3,,1
64611,1,50,4,,1
64612,2,11,4,,1
64613,1,25,2,,1
64614,1,7,3,,1
64615,2,14,3,,1
64616,1,21,2,,1
64617,1,60,2,,2
64618,1,1,1,,2
64619,1,16,4,,1
64620,1,36,5,,1
64621,1,38,2,,1
64622,1,13,1,,2
64623,1,2,2,,2
64624,1,1,1,,1
64625,1,69,4,,1
64626,1,0,3,,1
64627,2,17,5,,1
64628,2,45,4,,1
64629,1,14,3,,1
64630,1,0,3,,1
64631,2,1,5,,1
64632,1,21,2,,1
64633,1,27,3,,1
64634,2,74,4,,1
64635,1,29,4,,1
64636,1,20,4,,1
64637,1,77,2,,2
64638,1,8,4,,1
64639,1,58,4,,1
64640,1,80,1,,2
64641,1,4,2,,1
64642,1,15,2,,2
64643,2,52,5,,1
64644,2,35,3,2,1
64645,1,2,4,,1
64646,1,80,3,,1
64647,1,4,2,,1
64648,1,36,1,,1
64649,2,4,1,,2
64650,2,10,3,,1
64651,1,58,3,,1
64652,2,10,5,,1
64653,2,1,4,,1
64654,1,44,3,,1
64655,2,9,1,,2
64656,2,54,5,,1
64657,2,4,3,,1
64658,2,51,1,,2
64659,2,11,4,,1
64660,2,4,2,,2
64661,1,29,2,,1
64662,1,10,3,,1
64663,2,33,5,2,1
64664,2,48,3,,1
64665,2,6,3,,1
64666,2,11,4,,1
64667,1,58,4,,1
64668,1,21,1,,1
64669,2,60,3,,1
64670,2,2,3,,1
64671,2,13,3,,1
64672,1,22,4,,1
64673,1,12,5,,1
64674,2,39,1,2,2
64675,1,46,3,,1
64676,2,56,2,,2
64677,2,56,4,,1
64678,2,0,4,,1
64679,2,38,5,2,1
64680,2,35,5,2,1
64681,1,15,3,,1
64682,1,42,3,,1
64683,2,26,3,3,1
64684,1,25,4,,1
64685,1,12,2,,2
64686,2,2,4,,1
64687,2,24,4,2,1
64688,1,1,1,,2
64689,2,42,1,2,2
64690,2,11,4,,1
64691,1,0,2,,2
64692,2,59,4,,1
64693,2,46,2,,2
64694,1,23,2,,1
64695,2,38,5,2,1
64696,1,11,4,,1
64697,1,8,4,,1
64698,1,13,3,,1
64699,1,16,4,,1
64700,1,24,3,,1
64701,1,57,2,,2
64702,2,4,3,,1
64703,2,22,2,2,1
64704,1,62,1,,2
64705,2,72,4,,1
64706,2,20,4,2,1
64707,1,10,1,,2
64708,2,11,1,,1
64709,1,60,4,,1
64710,1,3,5,,1
64711,2,35,5,2,1
64712,1,6,1,,1
64713,2,50,2,,1
64714,2,17,4,,1
64715,1,24,4,,1
64716,1,1,3,,1
64717,1,1,4,,1
64718,1,18,4,,1
64719,2,39,5,2,1
64720,1,29,4,,1
64721,1,56,4,,1
64722,2,33,1,2,2
64723,2,6,4,,1
64724,2,3,3,,1
64725,2,39,3,2,1
64726,1,55,4,,1
64727,1,50,1,,2
64728,1,23,2,,2
64729,2,80,5,,1
64730,1,9,2,,1
64731,2,34,2,2,1
64732,1,17,4,,1
64733,2,30,2,2,1
64734,2,68,4,,1
64735,2,6,3,,1
64736,1,6,5,,1
64737,1,19,4,,1
64738,1,15,3,,1
64739,2,21,4,2,1
64740,1,45,5,,1
64741,2,44,4,2,1
64742,1,56,4,,1
64743,1,10,4,,1
64744,2,5,3,,1
64745,1,51,4,,1
64746,1,29,4,,1
64747,1,5,4,,1
64748,2,0,4,,1
64749,1,2,5,,1
64750,1,18,1,,1
64751,1,9,3,,1
64752,2,62,1,,1
64753,2,68,2,,2
64754,1,36,5,,1
64755,1,3,1,,2
64756,1,72,2,,2
64757,2,9,5,,1
64758,1,33,5,,1
64759,1,80,3,,1
64760,1,4,3,,1
64761,1,25,3,,1
64762,1,17,4,,1
64763,1,27,4,,1
64764,1,36,5,,1
64765,1,32,3,,1
64766,2,3,1,,2
64767,2,7,2,,2
64768,1,27,3,,1
64769,1,51,4,,1
64770,1,11,5,,1
64771,1,64,1,,1
64772,1,50,1,,2
64773,2,16,1,,1
64774,2,5,1,,1
64775,2,6,5,,1
64776,2,29,1,2,2
64777,2,52,4,,1
64778,1,22,5,,1
64779,2,30,4,2,1
64780,2,18,4,,1
64781,1,15,2,,2
64782,1,50,3,,1
64783,1,0,1,,1
64784,1,21,4,,1
64785,1,76,1,,2
64786,2,46,3,,1
64787,1,10,2,,2
64788,1,5,4,,1
64789,1,67,4,,1
64790,1,2,3,,1
64791,2,26,2,2,2
64792,2,40,1,2,1
64793,2,14,2,,1
64794,2,29,4,2,1
64795,1,80,3,,1
64796,1,1,5,,1
64797,1,0,3,,1
64798,2,6,3,,1
64799,1,28,1,,2
64800,2,52,4,,1
64801,2,50,3,,1
64802,1,42,4,,1
64803,1,35,3,,1
64804,2,9,3,,1
64805,1,38,4,,1
64806,1,80,3,,1
64807,2,35,3,2,1
64808,1,44,5,,1
64809,2,26,4,3,1
64810,1,28,5,,1
64811,2,16,5,,1
64812,2,17,4,,1
64813,2,55,4,,1
64814,2,1,4,,1
64815,2,11,1,,2
64816,1,21,5,,1
64817,1,1,4,,1
64818,1,8,5,,1
64819,2,2,4,,1
64820,1,7,1,,1
64821,1,62,4,,1
64822,1,53,3,,1
64823,2,43,4,2,1
64824,1,62,3,,1
64825,2,52,3,,1
64826,1,61,4,,1
64827,2,8,4,,1
64828,2,58,1,,2
64829,2,11,2,,1
64830,1,15,1,,2
64831,1,24,5,,1
64832,1,32,1,,1
64833,2,37,1,2,2
64834,1,0,2,,2
64835,1,39,4,,1
64836,2,0,2,,1
64837,2,11,5,,1
64838,2,18,4,,1
64839,1,37,1,,1
64840,1,10,4,,1
64841,1,8,1,,1
64842,1,2,1,,1
64843,2,50,4,,1
64844,1,4,4,,1
64845,1,0,1,,2
64846,2,43,5,2,1
64847,2,11,4,,1
64848,1,69,4,,1
64849,1,0,3,,1
64850,1,19,3,,1
64851,2,47,4,,1
64852,1,2,4,,1
64853,1,0,1,,1
64854,2,69,2,,1
64855,1,8,5,,1
64856,1,34,1,,2
64857,2,54,3,,1
64858,2,65,3,,1
64859,2,46,3,,1
64860,1,50,3,,1
64861,2,26,5,2,1
64862,1,34,3,,1
64863,2,34,3,3,1
64864,1,12,4,,1
64865,2,2,4,,1
64866,2,25,4,2,1
64867,1,78,3,,1
64868,1,5,1,,1
64869,2,11,5,,1
64870,2,80,5,,1
64871,2,49,3,,1
64872,2,2,1,,1
64873,2,41,3,2,1
64874,1,80,4,,1
64875,2,34,3,2,1
64876,1,47,3,,1
64877,1,46,4,,1
64878,1,12,3,,1
64879,2,8,4,,1
64880,1,60,3,,1
64881,1,33,5,,1
64882,1,65,3,,1
64883,1,18,2,,2
64884,1,8,4,,1
64885,1,0,4,,1
64886,2,59,2,,2
64887,1,13,3,,1
64888,2,2,4,,1
64889,2,51,3,,1
64890,1,29,4,,1
64891,2,11,2,,2
64892,1,21,4,,1
64893,2,23,3,2,1
64894,2,6,2,,2
64895,1,67,4,,1
64896,2,0,4,,1
64897,1,42,5,,1
64898,1,45,4,,1
64899,2,13,5,,1
64900,1,25,3,,1
64901,2,18,4,,1
64902,1,31,3,,1
64903,1,35,3,,1
64904,2,52,3,,1
64905,2,1,3,,1
64906,1,80,5,,1
64907,1,41,3,,1
64908,2,60,1,,1
64909,1,74,4,,1
64910,2,15,3,,1
64911,2,15,5,,1
64912,2,9,4,,1
64913,1,12,3,,1
64914,1,31,5,,1
64915,1,4,4,,1
64916,1,31,3,,1
64917,1,5,5,,1
64918,1,1,3,,1
64919,1,10,5,,1
64920,2,8,4,,1
64921,2,16,4,,1
64922,1,9,5,,1
64923,2,64,4,,1
64924,2,10,5,,1
64925,2,0,2,,1
64926,1,14,4,,1
64927,2,2,4,,1
64928,1,80,4,,1
64929,1,19,4,,1
64930,1,74,3,,1
64931,2,59,4,,1
64932,1,6,3,,1
64933,2,41,1,2,1
64934,2,16,5,,1
64935,2,25,3,2,1
64936,2,6,2,,1
64937,2,80,3,,1
64938,1,40,4,,1
64939,1,19,4,,1
64940,1,13,3,,1
64941,2,2,1,,1
64942,1,69,4,,1
64943,1,1,5,,1
64944,2,18,4,,1
64945,1,37,3,,1
64946,1,60,4,,1
64947,1,6,5,,1
64948,2,61,4,,1
64949,2,26,3,2,1
64950,2,6,2,,1
64951,1,22,3,,1
64952,2,8,4,,1
64953,2,44,3,2,1
64954,2,54,5,,1
64955,1,3,4,,1
64956,1,35,4,,1
64957,2,3,4,,1
64958,2,8,1,,2
64959,2,6,2,,1
64960,2,6,3,,1
64961,1,56,3,,1
64962,2,32,4,2,1
64963,1,55,4,,1
64964,1,80,3,,1
64965,1,26,3,,1
64966,1,6,3,,1
64967,2,58,4,,1
64968,2,50,4,,1
64969,1,18,3,,1
64970,1,12,2,,2
64971,1,60,4,,1
64972,1,61,5,,1
64973,1,64,3,,1
64974,2,42,4,2,1
64975,2,48,4,,1
64976,1,69,4,,1
64977,2,63,4,,1
64978,2,56,2,,1
64979,2,47,4,,1
64980,2,80,3,,1
64981,1,46,3,,1
64982,1,16,3,,1
64983,2,76,4,,1
64984,2,17,3,,1
64985,1,65,4,,1
64986,2,28,5,3,1
64987,1,17,4,,1
64988,2,5,4,,1
64989,1,11,2,,1
64990,1,2,5,,1
64991,2,10,5,,1
64992,1,76,3,,1
64993,1,57,4,,1
64994,1,27,3,,1
64995,2,68,3,,1
64996,1,0,3,,1
64997,2,15,2,,2
64998,1,54,3,,1
64999,1,32,4,,1
65000,1,4,2,,2
65001,2,13,5,,1
65002,1,68,3,,1
65003,1,9,3,,1
65004,2,25,1,2,2
65005,2,71,3,,1
65006,2,47,4,,1
65007,2,24,5,1,1
65008,1,80,3,,1
65009,2,51,4,,1
65010,1,6,4,,1
65011,1,33,4,,1
65012,2,68,5,,1
65013,2,7,2,,2
65014,2,59,3,,1
65015,1,19,4,,1
65016,1,11,3,,1
65017,1,4,4,,1
65018,2,14,2,,2
65019,2,9,4,,1
65020,1,62,2,,2
65021,2,36,3,2,1
65022,2,29,5,3,1
65023,2,13,4,,1
65024,1,9,2,,1
65025,1,38,3,,1
65026,2,0,4,,1
65027,2,23,2,2,2
65028,1,80,3,,1
65029,2,6,2,,1
65030,2,5,4,,1
65031,1,16,2,,2
65032,2,76,3,,1
65033,2,7,4,,1
65034,2,16,4,,1
65035,1,19,1,,1
65036,2,49,4,,1
65037,1,18,3,,1
65038,1,13,2,,1
65039,2,6,5,,1
65040,2,58,4,,1
65041,2,11,5,,1
65042,1,14,5,,1
65043,2,7,1,,1
65044,2,15,5,,1
65045,1,80,3,,1
65046,1,74,3,,1
65047,1,42,3,,1
65048,1,61,1,,1
65049,1,24,2,,1
65050,2,80,3,,1
65051,2,80,2,,2
65052,1,42,3,,1
65053,2,0,1,,1
65054,1,10,3,,1
65055,1,33,5,,1
65056,1,76,4,,1
65057,2,3,5,,1
65058,2,80,3,,1
65059,2,0,4,,1
65060,1,0,4,,1
65061,1,38,5,,1
65062,1,10,4,,1
65063,1,28,4,,1
65064,1,7,1,,2
65065,2,34,3,1,1
65066,1,45,3,,1
65067,2,42,3,2,1
65068,1,0,4,,1
65069,1,62,1,,2
65070,1,3,2,,1
65071,2,79,3,,1
65072,2,27,2,2,1
65073,2,4,3,,1
65074,1,42,4,,1
65075,2,45,3,,1
65076,2,50,4,,1
65077,1,60,2,,2
65078,2,80,3,,1
65079,2,35,3,2,1
65080,1,74,4,,1
65081,1,8,2,,2
65082,2,14,1,,2
65083,2,0,1,,1
65084,2,26,4,2,1
65085,1,51,4,,1
65086,1,46,3,,1
65087,2,74,2,,2
65088,2,37,3,2,1
65089,2,3,4,,1
65090,2,18,5,,1
65091,1,33,3,,1
65092,1,8,2,,1
65093,2,22,4,2,1
65094,1,10,4,,1
65095,2,41,1,1,2
65096,2,7,1,,2
65097,1,80,3,,1
65098,2,68,4,,1
65099,2,1,4,,1
65100,2,2,5,,1
65101,1,75,3,,1
65102,2,35,3,2,1
65103,1,12,4,,1
65104,2,8,3,,1
65105,2,24,4,1,1
65106,1,32,4,,1
65107,1,14,1,,2
65108,2,8,3,,1
65109,1,3,5,,1
65110,2,23,5,2,1
65111,1,14,3,,1
65112,2,60,5,,1
65113,1,43,5,,1
65114,2,38,3,2,1
65115,2,19,4,,1
65116,1,0,2,,1
65117,1,16,4,,1
65118,1,8,2,,1
65119,2,31,3,2,1
65120,1,8,2,,1
65121,1,3,2,,1
65122,2,24,3,2,1
65123,2,13,4,,1
65124,2,28,2,1,1
65125,2,40,2,2,2
65126,2,63,4,,1
65127,2,17,2,,2
65128,1,24,4,,1
65129,2,45,4,,1
65130,2,38,3,3,1
65131,1,24,5,,1
65132,2,33,1,2,2
65133,2,47,3,,1
65134,2,2,4,,1
65135,1,55,5,,1
65136,1,7,4,,1
65137,2,8,3,,1
65138,2,0,5,,1
65139,1,61,1,,1
65140,2,11,5,,1
65141,1,21,1,,1
65142,1,23,4,,1
65143,1,62,5,,1
65144,1,48,3,,1
65145,2,57,1,,1
65146,1,14,2,,1
65147,2,36,3,3,1
65148,2,12,1,,2
65149,1,31,4,,1
65150,2,53,4,,1
65151,2,26,1,2,1
65152,1,13,4,,1
65153,1,80,3,,1
65154,1,22,3,,1
65155,2,8,5,,1
65156,1,44,3,,1
65157,2,80,3,,1
65158,2,4,5,,1
65159,2,0,3,,1
65160,2,17,4,,1
65161,2,80,4,,1
65162,1,32,3,,1
65163,1,70,3,,1
65164,1,42,4,,1
65165,2,63,4,,1
65166,1,17,4,,1
65167,2,17,4,,1
65168,1,16,2,,1
65169,2,59,5,,1
65170,1,4,5,,1
65171,2,13,3,,1
65172,2,34,3,2,1
65173,2,41,5,2,1
65174,2,31,3,2,1
65175,2,50,4,,1
65176,2,45,4,,1
65177,1,22,3,,1
65178,2,0,3,,1
65179,1,48,5,,1
65180,2,14,4,,1
65181,1,3,3,,1
65182,1,45,2,,2
65183,1,62,5,,1
65184,2,50,5,,1
65185,1,6,5,,1
65186,2,0,4,,1
65187,1,11,4,,1
65188,2,59,5,,1
65189,1,63,2,,1
65190,2,62,3,,1
65191,2,30,5,2,1
65192,2,52,5,,1
65193,2,3,4,,1
65194,1,31,5,,1
65195,1,43,4,,1
65196,2,1,3,,1
65197,1,6,5,,1
65198,1,32,1,,2
65199,2,51,5,,1
65200,1,10,5,,1
65201,2,77,3,,1
65202,1,45,2,,2
65203,2,7,3,,1
65204,1,15,4,,1
65205,1,56,3,,1
65206,2,6,5,,1
65207,2,11,2,,2
65208,2,5,3,,1
65209,2,71,2,,1
65210,2,48,3,,1
65211,2,2,4,,1
65212,1,14,5,,1
65213,2,64,4,,1
65214,2,38,3,2,1
65215,1,1,3,,1
65216,2,1,1,,2
65217,2,22,2,2,1
65218,1,74,5,,1
65219,1,2,4,,1
65220,1,80,4,,1
65221,2,2,3,,1
65222,2,7,1,,1
65223,1,20,4,,1
65224,1,58,4,,1
65225,2,34,5,2,1
65226,2,3,3,,1
65227,2,30,3,2,1
65228,2,44,5,2,1
65229,1,31,3,,1
65230,1,43,3,,1
65231,1,31,2,,2
65232,2,0,1,,1
65233,1,30,1,,1
65234,1,80,3,,1
65235,2,5,2,,1
65236,2,73,4,,1
65237,2,25,3,2,1
65238,1,19,1,,2
65239,2,60,4,,1
65240,1,73,5,,1
65241,2,42,5,2,1
65242,1,5,1,,2
65243,2,35,1,2,1
65244,2,49,4,,1
65245,2,2,4,,1
65246,1,3,3,,1
65247,2,8,4,,1
65248,2,67,3,,1
65249,2,23,3,2,1
65250,1,41,3,,1
65251,2,10,4,,1
65252,2,6,4,,1
65253,2,3,5,,1
65254,2,2,4,,1
65255,1,52,3,,1
65256,2,36,5,2,1
65257,1,13,3,,1
65258,2,16,1,,1
65259,2,5,3,,2
65260,2,58,5,,1
65261,2,41,4,2,1
65262,1,35,5,,1
65263,2,13,2,,1
65264,1,40,5,,1
65265,1,56,1,,2
65266,2,55,1,,1
65267,2,37,5,2,1
65268,2,20,5,2,1
65269,1,24,3,,1
65270,1,24,3,,1
65271,2,27,3,2,1
65272,2,1,4,,1
65273,1,5,1,,1
65274,1,25,4,,1
65275,1,80,3,,1
65276,2,11,4,,1
65277,2,2,3,,1
65278,2,13,1,,2
65279,2,6,5,,1
65280,1,62,1,,2
65281,2,8,3,,1
65282,1,2,1,,2
65283,2,31,1,2,1
65284,2,6,5,,1
65285,1,44,1,,1
65286,1,30,5,,1
65287,1,1,5,,1
65288,2,41,1,2,1
65289,2,73,4,,1
65290,2,0,4,,1
65291,1,29,2,,2
65292,1,3,5,,1
65293,2,64,4,,1
65294,2,15,4,,1
65295,2,17,1,,1
65296,1,80,3,,1
65297,1,72,5,,1
65298,1,49,3,,1
65299,1,29,3,,1
65300,1,1,3,,1
65301,2,62,4,,1
65302,1,11,3,,1
65303,2,19,5,,1
65304,1,43,4,,1
65305,2,16,5,,1
65306,2,30,3,2,1
65307,1,3,3,,1
65308,2,54,1,,2
65309,1,77,1,,1
65310,1,40,3,,1
65311,2,7,1,,1
65312,1,2,5,,1
65313,1,3,4,,1
65314,2,16,4,,1
65315,1,7,2,,1
65316,1,54,4,,1
65317,2,26,5,2,1
65318,2,80,3,,1
65319,1,73,3,,1
65320,1,39,3,,1
65321,1,7,2,,2
65322,2,23,2,2,1
65323,1,0,2,,1
65324,2,0,1,,1
65325,2,73,3,,1
65326,2,44,5,2,1
65327,1,38,4,,1
65328,1,63,2,,2
65329,1,21,2,,1
65330,2,0,3,,1
65331,2,54,4,,1
65332,1,7,1,,1
65333,2,2,5,,1
65334,2,60,2,,2
65335,1,55,5,,1
65336,2,20,3,2,1
65337,1,63,3,,1
65338,2,22,5,2,1
65339,1,60,2,,2
65340,2,25,3,2,1
65341,1,42,3,,1
65342,2,2,4,,1
65343,2,4,3,,1
65344,1,60,1,,1
65345,2,1,4,,1
65346,2,49,4,,1
65347,2,30,5,2,1
65348,2,45,3,,1
65349,1,19,2,,1
65350,1,6,4,,1
65351,1,36,3,,1
65352,1,53,5,,1
65353,2,42,4,2,1
65354,1,13,3,,1
65355,1,37,4,,1
65356,1,8,3,,1
65357,2,7,4,,1
65358,2,45,5,,1
65359,1,14,2,,1
65360,2,17,3,,1
65361,1,11,4,,1
65362,2,11,2,,1
65363,1,4,1,,1
65364,2,8,1,,2
65365,2,17,4,,1
65366,1,60,2,,2
65367,1,10,2,,2
65368,1,23,3,,1
65369,1,3,3,,1
65370,2,28,3,2,1
65371,1,10,4,,1
65372,2,31,3,3,1
65373,2,45,3,,1
65374,2,80,3,,1
65375,2,52,3,,1
65376,1,2,1,,1
65377,1,19,4,,1
65378,2,3,5,,1
65379,2,12,3,,1
65380,2,17,5,,1
65381,2,9,4,,1
65382,1,4,4,,1
65383,1,15,1,,2
65384,2,72,5,,1
65385,2,12,5,,1
65386,1,6,1,,2
65387,2,34,3,3,1
65388,1,33,4,,1
65389,1,32,5,,1
65390,2,2,5,,1
65391,1,51,5,,1
65392,2,40,4,2,1
65393,1,78,3,,1
65394,2,71,3,,1
65395,1,77,5,,1
65396,1,54,5,,1
65397,1,65,5,,1
65398,2,80,5,,1
65399,1,59,4,,1
65400,1,16,1,,1
65401,1,55,3,,1
65402,1,33,3,,1
65403,1,52,3,,1
65404,2,27,5,2,1
65405,1,17,1,,2
65406,1,20,3,,1
65407,1,46,4,,1
65408,2,19,2,,1
65409,1,5,4,,1
65410,2,71,5,,1
65411,2,16,5,,1
65412,1,41,5,,1
65413,2,1,2,,1
65414,2,6,5,,1
65415,2,1,3,,1
65416,1,23,5,,1
65417,2,75,1,,1
65418,2,7,4,,1
65419,1,19,3,,1
65420,2,24,4,2,1
65421,2,70,1,,1
65422,1,7,4,,1
65423,1,50,1,,1
65424,1,2,5,,1
65425,2,2,5,,1
65426,2,4,3,,1
65427,2,64,3,,1
65428,2,8,5,,1
65429,1,17,2,,1
65430,2,34,2,2,2
65431,1,73,4,,1
65432,2,70,4,,1
65433,2,60,3,,1
65434,2,34,5,2,1
65435,2,4,4,,1
65436,1,28,5,,1
65437,1,73,4,,1
65438,2,3,4,,1
65439,2,15,2,,1
65440,1,61,4,,1
65441,2,10,3,,1
65442,1,2,4,,1
65443,2,37,5,2,1
65444,1,4,1,,1
65445,1,1,2,,2
65446,1,65,4,,1
65447,1,44,4,,1
65448,2,64,4,,1
65449,2,2,4,,1
65450,2,49,1,,2
65451,2,33,3,2,1
65452,2,16,4,,1
65453,2,67,5,,1
65454,2,36,5,2,1
65455,2,14,3,,1
65456,2,12,1,,2
65457,1,25,5,,1
65458,1,63,3,,1
65459,2,2,4,,1
65460,2,64,2,,2
65461,1,50,4,,1
65462,2,49,3,,1
65463,2,6,4,,1
65464,2,29,4,2,1
65465,2,7,5,,1
65466,1,7,4,,1
65467,1,0,5,,1
65468,1,7,4,,1
65469,1,58,3,,1
65470,1,4,1,,2
65471,2,80,5,,1
65472,1,3,2,,2
65473,2,60,4,,1
65474,2,63,2,,1
65475,2,44,4,2,1
65476,2,32,4,2,1
65477,2,50,2,,1
65478,2,61,4,,1
65479,1,51,4,,1
65480,1,10,4,,1
65481,2,62,4,,1
65482,1,78,3,,1
65483,2,52,3,,1
65484,1,1,5,,1
65485,1,42,3,,1
65486,2,66,4,,1
65487,2,1,5,,1
65488,1,38,3,,1
65489,1,18,4,,1
65490,2,20,4,1,1
65491,2,25,4,2,1
65492,2,65,5,,1
65493,1,9,5,,1
65494,1,3,3,,1
65495,2,5,1,,1
65496,1,5,1,,1
65497,1,42,3,,1
65498,2,39,5,2,1
65499,1,19,3,,1
65500,1,46,4,,1
65501,2,24,3,2,1
65502,1,1,4,,1
65503,2,44,1,2,2
65504,1,7,1,,2
65505,1,55,5,,1
65506,1,50,1,,2
65507,2,13,2,,2
65508,1,31,2,,1
65509,2,10,4,,1
65510,2,65,3,,1
65511,1,7,1,,2
65512,2,39,1,1,2
65513,1,32,1,,1
65514,2,80,3,,1
65515,2,14,4,,1
65516,1,0,1,,2
65517,2,25,1,2,1
65518,1,45,4,,1
65519,1,13,5,,1
65520,2,36,4,2,1
65521,1,17,3,,1
65522,2,71,4,,1
65523,2,11,4,,1
65524,1,63,1,,2
65525,2,69,2,,1
65526,1,4,4,,1
65527,1,11,4,,1
65528,1,0,4,,1
65529,2,1,5,,1
65530,1,40,3,,1
65531,1,11,1,,1
65532,1,18,4,,1
65533,1,4,4,,1
65534,2,31,4,2,1
65535,2,0,3,,1
65536,2,61,1,,2
65537,1,21,3,,1
65538,2,9,3,,1
65539,1,27,5,,1
65540,1,9,3,,1
65541,2,9,4,,1
65542,1,2,3,,1
65543,1,23,3,,1
65544,2,19,4,,1
65545,1,28,3,,1
65546,2,22,4,2,1
65547,2,63,3,,1
65548,2,47,3,,1
65549,1,80,3,,1
65550,1,31,2,,1
65551,2,8,3,,1
65552,2,13,3,,1
65553,2,42,2,2,2
65554,1,47,3,,1
65555,2,20,3,2,1
65556,1,5,4,,1
65557,2,30,2,2,2
65558,2,36,4,2,1
65559,1,8,2,,2
65560,1,4,2,,2
65561,2,80,3,,1
65562,2,62,4,,1
65563,1,25,3,,1
65564,2,36,4,2,1
65565,1,27,3,,1
65566,2,30,3,2,1
65567,1,20,3,,1
65568,2,36,1,2,2
65569,2,16,2,,2
65570,1,16,3,,1
65571,2,74,5,,1
65572,2,79,5,,1
65573,1,44,4,,1
65574,1,0,3,,1
65575,1,28,2,,2
65576,2,27,1,2,1
65577,1,54,4,,1
65578,2,1,1,,2
65579,2,3,5,,1
65580,2,19,2,,1
65581,1,46,4,,1
65582,2,7,5,,1
65583,2,16,4,,1
65584,1,11,4,,1
65585,2,49,5,,1
65586,2,35,4,2,1
65587,1,78,3,,1
65588,2,15,3,,1
65589,1,69,5,,1
65590,2,43,4,2,1
65591,2,5,2,,1
65592,2,80,3,,1
65593,2,51,2,,1
65594,2,60,4,,1
65595,2,66,2,,2
65596,2,60,4,,1
65597,2,19,4,,1
65598,1,53,3,,1
65599,2,56,4,,1
65600,2,19,1,,1
65601,1,15,4,,1
65602,1,19,4,,1
65603,2,63,5,,1
65604,1,29,5,,1
65605,1,68,1,,1
65606,2,48,5,,1
65607,2,5,4,,1
65608,1,5,2,,2
